,id,mssubclass,lotconfig,neighborhood,bldgtype,housestyle,yearbuilt,yearremod/add,roofstyle,roofmatl,masvnrtype,masvnrarea,foundation,totalbsmtsf,grlivarea,fullbath,totrmsabvgrd,garagefinish,garagecars,saletype,saleprice,agesold,total_sqft,totalqual,combined_exterior
1128,2590,20,Inside,NAmes,1Fam,1Story,1951,1991,Hip,CompShg,None,0.0,CBlock,884.0,884,1,4,3.0,1.0,WD ,142000,55,2038.0,14.0,MetalSdMetalSd
1129,2463,20,Inside,Somerst,1Fam,1Story,2006,2006,Gable,CompShg,None,0.0,PConc,1489.0,1489,2,7,2.0,2.0,New,232600,0,3754.0,20.0,VinylSdVinylSd
1130,2358,20,Inside,NWAmes,1Fam,1Story,1974,1999,Hip,CompShg,BrkFace,99.0,CBlock,1040.0,1309,1,5,2.0,2.0,WD ,181000,32,2833.0,16.0,HdBoardHdBoard
1131,2911,160,Inside,MeadowV,TwnhsE,2Story,1973,1973,Gable,CompShg,None,0.0,CBlock,942.0,2521,2,10,3.0,2.0,WD ,151400,33,4039.0,16.0,CemntBdCemntBd
1132,1699,20,Inside,NridgHt,1Fam,1Story,2006,2006,Gable,CompShg,Stone,248.0,PConc,1626.0,1634,2,7,2.0,3.0,WD ,250000,1,4126.0,20.0,VinylSdVinylSd
1133,115,60,Inside,NWAmes,1Fam,2Story,1988,1988,Gable,CompShg,BrkFace,42.0,CBlock,980.0,1714,2,7,1.0,2.0,WD ,196500,22,3190.0,17.0,HdBoardHdBoard
1134,1998,75,Corner,OldTown,1Fam,2.5Unf,1879,1987,Gable,CompShg,None,0.0,PConc,819.0,2454,2,8,1.0,2.0,WD ,185000,128,3849.0,16.0,Wd SdngWd Sdng
1135,589,20,Inside,NWAmes,1Fam,1Story,1969,1969,Gable,CompShg,BrkFace,200.0,CBlock,1216.0,1216,1,5,1.0,1.0,WD ,113000,40,2768.0,15.0,HdBoardHdBoard
1136,1641,20,Inside,StoneBr,1Fam,1Story,2007,2007,Gable,CompShg,BrkFace,0.0,PConc,1419.0,1419,2,7,2.0,2.0,New,392000,0,3405.0,20.0,MetalSdMetalSd
1137,2821,90,CulDSac,Edwards,Duplex,SFoyer,1975,1975,Flat,Tar&Grv,BrkFace,250.0,CBlock,945.0,980,2,4,0.0,0.0,WD ,127500,31,1925.0,16.0,WdShingPlywood
1138,1846,160,Inside,Somerst,Twnhs,2Story,2000,2000,Gable,CompShg,BrkFace,216.0,PConc,756.0,1573,2,4,1.0,2.0,WD ,177000,7,2769.0,18.0,MetalSdMetalSd
1139,1805,60,Inside,Somerst,1Fam,2Story,2004,2004,Gable,CompShg,BrkFace,353.0,PConc,1158.0,2443,2,9,2.0,3.0,WD ,265000,3,4345.0,18.0,VinylSdVinylSd
1140,1853,60,Inside,Somerst,1Fam,2Story,1998,1998,Gable,CompShg,None,0.0,PConc,1220.0,2362,2,8,2.0,2.0,WD ,312500,9,4687.0,21.0,VinylSdVinylSd
1141,1321,75,Inside,OldTown,1Fam,2.5Unf,1893,2000,Gable,CompShg,None,0.0,BrkTil,1237.0,2775,3,9,1.0,2.0,WD ,325000,115,4892.0,22.0,Wd SdngWd Sdng
1142,564,20,Inside,Veenker,1Fam,1Story,1980,1980,Gable,CompShg,BrkFace,115.0,CBlock,2014.0,2014,2,6,2.0,3.0,WD ,275000,29,4892.0,20.0,VinylSdVinylSd
1143,1771,60,Inside,NoRidge,1Fam,2Story,1995,1995,Gable,CompShg,BrkFace,290.0,PConc,1203.0,2520,2,9,2.0,3.0,WD ,290000,12,4444.0,19.0,VinylSdVinylSd
1144,90,20,CulDSac,Sawyer,1Fam,1Story,1974,2002,Hip,CompShg,BrkCmn,250.0,CBlock,1208.0,1494,2,7,3.0,2.0,WD ,169000,36,3163.0,15.0,PlywoodPlywood
1145,2684,30,Inside,BrkSide,1Fam,1Story,1921,1950,Gable,CompShg,None,0.0,CBlock,616.0,616,1,4,1.0,1.0,WD ,89000,85,1437.0,14.0,Wd SdngWdShing
1146,13,60,Inside,Gilbert,1Fam,2Story,1998,1998,Gable,CompShg,None,0.0,PConc,789.0,1465,2,7,3.0,2.0,WD ,180400,12,2647.0,16.0,VinylSdVinylSd
1147,445,20,Inside,NridgHt,1Fam,1Story,2003,2004,Gable,CompShg,BrkFace,296.0,PConc,3206.0,1629,2,7,2.0,3.0,WD ,284000,6,5715.0,20.0,VinylSdVinylSd
1148,1914,20,Inside,NAmes,1Fam,1Story,1958,1958,Gable,CompShg,None,1.0,CBlock,912.0,912,1,5,2.0,1.0,COD,114500,49,2099.0,14.0,Wd SdngWd Sdng
1149,2811,20,Inside,CollgCr,1Fam,1Story,2005,2006,Gable,CompShg,BrkFace,196.0,PConc,1552.0,1552,2,7,2.0,3.0,New,212900,1,3886.0,19.0,VinylSdVinylSd
1150,850,20,Inside,CollgCr,1Fam,1Story,2001,2002,Gable,CompShg,None,0.0,PConc,1413.0,1430,2,6,2.0,2.0,WD ,187100,8,3448.0,19.0,VinylSdVinylSd
1151,1844,160,Corner,Somerst,TwnhsE,2Story,1999,1999,Gable,CompShg,BrkFace,1129.0,PConc,729.0,1458,2,5,1.0,2.0,WD ,176000,8,2627.0,16.0,MetalSdMetalSd
1152,2225,20,CulDSac,Crawfor,1Fam,1Story,1968,1968,Hip,CompShg,None,0.0,PConc,1488.0,1488,2,7,2.0,2.0,CWD,215000,39,3528.0,16.0,HdBoardBrkFace
1153,1477,60,Inside,CollgCr,1Fam,2Story,2004,2004,Gable,CompShg,None,0.0,PConc,770.0,1582,2,6,2.0,2.0,WD ,185900,4,2872.0,19.0,VinylSdVinylSd
1154,399,20,Inside,NAmes,1Fam,1Story,1970,1970,Gable,CompShg,None,0.0,CBlock,864.0,864,1,5,1.0,2.0,WD ,120500,39,2388.0,14.0,HdBoardPlywood
1155,2431,60,Inside,Gilbert,1Fam,2Story,2005,2005,Gable,CompShg,None,0.0,PConc,732.0,1838,2,7,3.0,2.0,WD ,192140,1,2942.0,16.0,VinylSdVinylSd
1156,1605,20,Inside,Mitchel,1Fam,1Story,1982,2008,Gable,CompShg,None,0.0,CBlock,816.0,816,1,5,1.0,1.0,WD ,130500,26,1896.0,16.0,VinylSdVinylSd
1157,897,50,Inside,Edwards,1Fam,1.5Fin,1945,1950,Gable,CompShg,None,0.0,Slab,0.0,1529,2,9,1.0,1.0,WD ,98000,64,1769.0,10.0,WdShingWdShing
1158,1426,20,Inside,CollgCr,1Fam,1Story,2008,2008,Hip,CompShg,Stone,554.0,PConc,2271.0,2276,2,7,2.0,3.0,WD ,475000,0,5895.0,22.0,VinylSdVinylSd
1159,2240,30,Corner,IDOTRR,1Fam,1Story,1920,1950,Gable,CompShg,None,0.0,BrkTil,961.0,1077,1,6,1.0,1.0,WD ,67000,87,2376.0,13.0,MetalSdMetalSd
1160,1706,60,Inside,NridgHt,1Fam,2Story,2007,2007,Gable,CompShg,Stone,300.0,PConc,1582.0,2161,1,8,3.0,3.0,New,325624,0,4532.0,22.0,VinylSdVinylSd
1161,2252,20,CulDSac,Mitchel,1Fam,1Story,2002,2002,Gable,CompShg,None,0.0,PConc,1409.0,1409,1,4,2.0,2.0,WD ,245000,5,3394.0,19.0,VinylSdVinylSd
1162,1136,20,Inside,SawyerW,1Fam,1Story,2004,2004,Gable,CompShg,None,0.0,PConc,1114.0,1114,1,6,1.0,2.0,WD ,159000,4,2804.0,15.0,VinylSdVinylSd
1163,1877,20,Inside,NAmes,1Fam,1Story,1965,1965,Hip,CompShg,BrkFace,168.0,CBlock,1073.0,1073,1,6,2.0,2.0,WD ,156000,42,2661.0,14.0,MetalSdMetalSd
1164,424,20,Inside,NridgHt,1Fam,1Story,2008,2008,Hip,CompShg,Stone,200.0,PConc,3094.0,2402,2,10,3.0,3.0,WD ,555000,1,6168.0,25.0,VinylSdVinylSd
1165,1182,20,CulDSac,Veenker,1Fam,1Story,1984,1984,Gable,CompShg,None,0.0,PConc,1232.0,1232,2,6,1.0,2.0,WD ,162500,24,2980.0,16.0,PlywoodPlywood
1166,2750,90,Inside,SawyerW,Duplex,SFoyer,1993,1993,Gable,CompShg,None,0.0,PConc,1344.0,1440,2,8,1.0,4.0,WD ,224500,13,3704.0,18.0,HdBoardHdBoard
1167,1016,20,Inside,Gilbert,1Fam,1Story,1950,1950,Hip,CompShg,BrkFace,44.0,CBlock,1488.0,1488,2,6,2.0,2.0,WD ,133000,58,3714.0,15.0,AsbShngAsbShng
1168,2436,60,Inside,Gilbert,1Fam,2Story,2003,2003,Gable,CompShg,None,0.0,PConc,783.0,1509,2,8,3.0,2.0,WD ,180000,3,2685.0,19.0,VinylSdVinylSd
1169,1607,20,Inside,Mitchel,1Fam,1Story,1982,2005,Gable,CompShg,None,0.0,CBlock,845.0,845,1,6,1.0,1.0,WD ,134500,26,1954.0,15.0,HdBoardPlywood
1170,2337,60,CulDSac,StoneBr,1Fam,2Story,2006,2006,Hip,CompShg,BrkFace,1031.0,PConc,1410.0,2945,3,10,3.0,3.0,New,438780,0,4996.0,24.0,VinylSdVinylSd
1171,1233,80,Corner,NAmes,1Fam,SLvl,1962,1962,Gable,Tar&Grv,BrkFace,305.0,CBlock,1099.0,1431,1,6,2.0,1.0,WD ,165000,46,2826.0,16.0,PlywoodPlywood
1172,419,20,Inside,NAmes,1Fam,1Story,1967,1967,Gable,CompShg,BrkFace,60.0,CBlock,892.0,892,1,5,2.0,1.0,WD ,100000,42,2072.0,14.0,HdBoardHdBoard
1173,633,20,Inside,NAmes,1Fam,1Story,1960,1960,Gable,CompShg,BrkFace,128.0,CBlock,1329.0,1329,1,5,1.0,2.0,WD ,176000,49,3099.0,16.0,PlywoodPlywood
1174,2722,20,Inside,Sawyer,1Fam,1Story,1955,1974,Hip,CompShg,None,0.0,CBlock,1763.0,1779,1,6,1.0,2.0,WD ,170000,51,3996.0,14.0,Wd SdngPlywood
1175,469,120,Inside,Blmngtn,TwnhsE,1Story,2007,2007,Hip,CompShg,BrkFace,130.0,PConc,1373.0,1555,2,7,3.0,3.0,WD ,174000,2,3588.0,19.0,VinylSdVinylSd
1176,1365,50,Inside,IDOTRR,1Fam,1.5Fin,1925,1950,Gable,CompShg,None,0.0,PConc,768.0,1236,2,6,1.0,1.0,WD ,127000,83,2388.0,15.0,StuccoStucco
1177,1098,60,Inside,Gilbert,1Fam,2Story,1999,1999,Gable,CompShg,None,0.0,PConc,831.0,1651,2,7,3.0,2.0,WD ,185900,9,2932.0,17.0,VinylSdVinylSd
1178,711,30,Inside,OldTown,1Fam,1Story,1938,1996,Gable,CompShg,None,0.0,BrkTil,190.0,886,1,4,1.0,1.0,WD ,91300,71,1349.0,13.0,MetalSdMetalSd
1179,2808,20,Inside,CollgCr,1Fam,1Story,2003,2003,Gable,CompShg,BrkFace,120.0,PConc,1682.0,1700,2,7,2.0,2.0,WD ,200000,3,3926.0,18.0,VinylSdVinylSd
1180,1959,50,Inside,NAmes,1Fam,1.5Fin,1949,1950,Gable,CompShg,BrkFace,320.0,CBlock,1040.0,1846,2,7,1.0,1.0,WD ,143000,58,3201.0,15.0,Wd SdngWd Sdng
1181,2720,50,Inside,Sawyer,1Fam,1.5Fin,1958,1958,Gable,CompShg,None,0.0,CBlock,1052.0,1920,2,8,1.0,2.0,WD ,172500,48,3423.0,16.0,MetalSdMetalSd
1182,2170,20,Inside,Edwards,1Fam,1Story,1963,1963,Gable,CompShg,Stone,20.0,CBlock,1088.0,1088,1,4,1.0,2.0,COD,110000,44,2696.0,13.0,VinylSdVinylSd
1183,603,20,Corner,NAmes,1Fam,1Story,1957,1957,Gable,CompShg,BrkFace,160.0,CBlock,1040.0,1362,1,6,2.0,3.0,WD ,140000,52,3170.0,13.0,Wd SdngWd Sdng
1184,2113,20,Inside,CollgCr,1Fam,1Story,2006,2006,Gable,CompShg,None,0.0,PConc,1314.0,1314,2,6,2.0,2.0,WD ,176432,1,3068.0,18.0,VinylSdVinylSd
1185,1146,20,Inside,SawyerW,1Fam,1Story,1991,1991,Gable,CompShg,BrkFace,88.0,CBlock,1278.0,1294,2,6,2.0,2.0,WD ,179200,17,3068.0,17.0,HdBoardHdBoard
1186,2105,20,Inside,CollgCr,1Fam,1Story,2005,2007,Gable,CompShg,BrkFace,80.0,PConc,1274.0,1274,2,6,2.0,2.0,New,203000,2,3056.0,19.0,VinylSdVinylSd
1187,1786,20,Inside,Somerst,1Fam,1Story,2007,2007,Hip,CompShg,Stone,0.0,PConc,1689.0,1689,2,7,2.0,3.0,New,248328,0,4332.0,19.0,VinylSdVinylSd
1188,961,20,Corner,Timber,1Fam,1Story,2008,2008,Gable,CompShg,BrkFace,406.0,PConc,1641.0,1641,2,7,3.0,3.0,WD ,316500,1,4167.0,24.0,CemntBdCemntBd
1189,1405,50,Inside,Edwards,1Fam,1.5Fin,1948,1950,Gable,CompShg,None,0.0,CBlock,570.0,1079,1,5,1.0,1.0,WD ,125600,60,1898.0,16.0,BrkFacePlywood
1190,1324,20,Inside,OldTown,1Fam,1Story,1959,1959,Gable,CompShg,BrkFace,164.0,CBlock,984.0,984,1,5,1.0,1.0,WD ,110000,49,2276.0,13.0,MetalSdMetalSd
1191,1986,30,Inside,OldTown,1Fam,1Story,1920,1950,Hip,CompShg,None,0.0,PConc,960.0,960,1,5,1.0,1.0,WD ,108500,87,2228.0,12.0,MetalSdMetalSd
1192,307,20,Inside,IDOTRR,1Fam,1Story,1952,1952,Hip,CompShg,None,0.0,CBlock,540.0,1044,1,4,1.0,2.0,WD ,55993,58,2088.0,12.0,Wd SdngWd Sdng
1193,180,50,Inside,OldTown,1Fam,1.5Fin,1948,2009,Gable,CompShg,None,0.0,BrkTil,1027.0,1633,1,7,1.0,1.0,WD ,129000,62,2900.0,15.0,VinylSdVinylSd
1194,2896,20,Inside,Timber,1Fam,1Story,1987,1987,Gable,CompShg,BrkFace,72.0,CBlock,1112.0,1137,2,5,1.0,2.0,WD ,176000,19,2800.0,17.0,HdBoardHdBoard
1195,668,20,Inside,NAmes,1Fam,1Story,1963,1963,Gable,CompShg,BrkFace,295.0,CBlock,1380.0,1380,1,6,1.0,1.0,WD ,154000,46,3124.0,15.0,HdBoardHdBoard
1196,1582,20,Corner,Timber,1Fam,1Story,1986,1986,Gable,CompShg,BrkFace,228.0,CBlock,1256.0,1256,2,6,1.0,2.0,WD ,180000,22,3090.0,18.0,PlywoodHdBoard
1197,2285,120,Inside,MeadowV,TwnhsE,1Story,1976,1976,Gable,CompShg,None,0.0,PConc,1142.0,1142,1,6,3.0,2.0,WD ,134000,31,2812.0,15.0,CemntBdCemntBd
1198,2079,20,Corner,Edwards,1Fam,1Story,1950,2001,Gable,CompShg,None,0.0,CBlock,1202.0,2158,2,7,1.0,2.0,WD ,243000,57,3936.0,16.0,WdShingWdShing
1199,2272,20,Inside,Timber,1Fam,1Story,2002,2003,Hip,CompShg,BrkFace,236.0,PConc,1616.0,1629,2,9,3.0,3.0,WD ,270000,5,4053.0,20.0,VinylSdVinylSd
1200,2250,20,Corner,Mitchel,1Fam,1Story,1983,1983,Gable,CompShg,None,0.0,PConc,1084.0,1080,1,5,1.0,2.0,WD ,134000,24,2648.0,15.0,VinylSdVinylSd
1201,502,60,Inside,NoRidge,1Fam,2Story,1993,1993,Gable,CompShg,BrkFace,256.0,PConc,1347.0,2646,2,9,2.0,3.0,WD ,260000,16,4649.0,19.0,HdBoardHdBoard
1202,2166,60,Inside,CollgCr,1Fam,2Story,2006,2006,Gable,CompShg,None,0.0,PConc,738.0,1491,2,7,2.0,2.0,WD ,168675,1,2713.0,19.0,VinylSdVinylSd
1203,1622,80,CulDSac,Gilbert,1Fam,SLvl,1994,1994,Gable,CompShg,BrkFace,32.0,PConc,392.0,1694,2,7,3.0,2.0,WD ,160000,13,2484.0,16.0,HdBoardHdBoard
1204,1299,50,Inside,OldTown,1Fam,1.5Fin,1890,1996,Gable,CompShg,None,0.0,BrkTil,684.0,1080,1,5,0.0,0.0,WD ,95000,118,1764.0,14.0,Wd SdngHdBoard
1205,832,60,Inside,CollgCr,1Fam,2Story,2005,2006,Gable,CompShg,None,0.0,PConc,704.0,1422,2,7,3.0,2.0,WD ,173000,4,2566.0,18.0,VinylSdVinylSd
1206,2470,20,Inside,Somerst,1Fam,1Story,2006,2006,Gable,CompShg,None,0.0,PConc,1293.0,1301,2,5,2.0,2.0,New,187750,0,3166.0,19.0,VinylSdVinylSd
1207,1017,60,CulDSac,NWAmes,1Fam,2Story,1986,1991,Gable,CompShg,BrkFace,123.0,CBlock,791.0,2093,2,7,3.0,2.0,WD ,215000,22,3426.0,17.0,PlywoodPlywood
1208,1384,20,Corner,Sawyer,1Fam,1Story,1967,1967,Gable,CompShg,BrkFace,340.0,CBlock,1073.0,1073,1,6,2.0,1.0,WD ,120000,41,2416.0,14.0,MetalSdMetalSd
1209,1790,20,Inside,Somerst,1Fam,1Story,2005,2006,Gable,CompShg,BrkFace,143.0,PConc,1494.0,1506,2,7,2.0,2.0,WD ,249000,2,3672.0,19.0,VinylSdVinylSd
1210,2530,20,Inside,NWAmes,1Fam,1Story,1967,1967,Hip,CompShg,BrkFace,264.0,CBlock,1334.0,1334,2,7,2.0,2.0,WD ,164500,39,3145.0,16.0,HdBoardHdBoard
1211,2893,120,Inside,GrnHill,TwnhsE,1Story,1986,1986,Gable,CompShg,None,0.0,CBlock,0.0,1295,2,5,2.0,1.0,WD ,230000,20,1607.0,15.0,BrkFaceWd Sdng
1212,2027,70,Corner,OldTown,1Fam,2Story,1929,1990,Gable,CompShg,None,0.0,BrkTil,672.0,1344,1,6,1.0,2.0,WD ,140000,78,2472.0,17.0,Wd SdngWdShing
1213,683,20,Corner,NAmes,1Fam,1Story,1952,1952,Gable,CompShg,None,0.0,CBlock,732.0,732,1,4,1.0,1.0,WD ,118900,57,1704.0,14.0,MetalSdMetalSd
1214,823,20,Inside,CollgCr,1Fam,1Story,2008,2008,Gable,CompShg,None,0.0,PConc,1468.0,1468,2,6,2.0,3.0,WD ,239900,1,3840.0,20.0,VinylSdVinylSd
1215,2374,120,Inside,NPkVill,TwnhsE,1Story,1975,1975,Gable,CompShg,None,0.0,CBlock,1069.0,1069,2,4,2.0,2.0,WD ,146300,31,2578.0,16.0,PlywoodPlywood
1216,1594,120,Inside,MeadowV,TwnhsE,1Story,1975,1975,Gable,CompShg,None,0.0,PConc,1040.0,1040,1,6,1.0,2.0,WD ,124000,33,2579.0,15.0,CemntBdCemntBd
1217,2049,190,Inside,Sawyer,2fmCon,SFoyer,1963,1963,Gable,CompShg,None,0.0,CBlock,925.0,999,1,6,1.0,1.0,WD ,130000,44,2232.0,15.0,HdBoardHdBoard
1218,1813,20,Inside,SawyerW,1Fam,1Story,2000,2001,Gable,CompShg,BrkFace,108.0,PConc,1349.0,1349,2,6,1.0,2.0,WD ,179000,7,3237.0,17.0,VinylSdVinylSd
1219,365,20,Corner,Gilbert,1Fam,1Story,1990,1990,Gable,CompShg,None,0.0,PConc,1424.0,1442,2,5,2.0,2.0,WD ,180500,19,3366.0,17.0,HdBoardHdBoard
1220,176,30,Corner,OldTown,1Fam,1Story,1945,1950,Gable,CompShg,None,0.0,CBlock,747.0,747,1,4,1.0,1.0,WD ,80000,65,1714.0,13.0,MetalSdMetalSd
1221,510,20,Inside,Somerst,1Fam,1Story,2008,2009,Gable,CompShg,Stone,194.0,PConc,1573.0,1578,2,7,3.0,3.0,New,287090,1,3991.0,21.0,CemntBdCemntBd
1222,1326,20,Inside,OldTown,1Fam,1Story,1956,1956,Gable,CompShg,None,0.0,PConc,0.0,882,1,4,1.0,1.0,WD ,97000,52,1190.0,11.0,BrkFaceBrkFace
1223,2423,120,Inside,Blmngtn,TwnhsE,1Story,2002,2002,Gable,CompShg,BrkFace,40.0,PConc,1368.0,1511,2,5,3.0,2.0,WD ,246990,4,3277.0,19.0,VinylSdVinylSd
1224,1631,20,Inside,Gilbert,1Fam,1Story,1964,1964,Gable,CompShg,BrkCmn,138.0,CBlock,1302.0,1128,1,6,1.0,2.0,WD ,154204,43,2910.0,15.0,HdBoardHdBoard
1225,1263,20,Corner,NAmes,1Fam,1Story,1958,2001,Gable,Tar&Grv,BrkFace,125.0,CBlock,1312.0,1312,1,6,2.0,2.0,WD ,186000,50,3119.0,16.0,HdBoardHdBoard
1226,1046,160,Inside,BrDale,Twnhs,2Story,1972,1972,Gable,CompShg,BrkFace,356.0,CBlock,630.0,1302,2,6,1.0,1.0,WD ,111750,36,2196.0,14.0,HdBoardHdBoard
1227,47,20,Inside,NridgHt,1Fam,1Story,2003,2004,Hip,CompShg,BrkFace,1095.0,PConc,2846.0,2696,2,10,3.0,3.0,WD ,500000,7,6500.0,24.0,VinylSdVinylSd
1228,1424,60,Inside,CollgCr,1Fam,2Story,2007,2007,Gable,CompShg,None,0.0,PConc,628.0,1356,2,6,3.0,2.0,New,177439,1,2468.0,19.0,VinylSdVinylSd
1229,429,60,Inside,NridgHt,1Fam,2Story,2008,2008,Gable,CompShg,Stone,154.0,PConc,1104.0,2184,2,10,3.0,3.0,WD ,335000,1,4124.0,24.0,VinylSdVinylSd
1230,1031,60,Inside,NWAmes,1Fam,2Story,1976,1976,Hip,CompShg,BrkFace,660.0,CBlock,803.0,1964,2,8,2.0,2.0,WD ,205000,32,3250.0,16.0,PlywoodPlywood
1231,1635,120,Inside,StoneBr,TwnhsE,1Story,1990,1990,Gable,CompShg,None,0.0,PConc,1312.0,1321,1,4,2.0,2.0,WD ,212000,17,3117.0,20.0,CemntBdCemntBd
1232,309,120,Corner,Crawfor,TwnhsE,1Story,2004,2005,Hip,CompShg,Stone,186.0,PConc,1594.0,1646,2,5,3.0,2.0,WD ,246000,6,3765.0,21.0,CemntBdCemntBd
1233,1020,20,Inside,NWAmes,1Fam,1Story,1983,1983,Gable,CompShg,BrkFace,174.0,CBlock,1260.0,1260,2,6,1.0,2.0,WD ,181900,25,3118.0,18.0,WdShingPlywood
1234,178,50,Corner,OldTown,1Fam,1.5Fin,1929,2001,Gable,CompShg,None,0.0,BrkTil,926.0,1316,1,6,1.0,2.0,WD ,130000,81,2726.0,14.0,Wd SdngWd Sdng
1235,1975,70,Inside,OldTown,1Fam,2Story,1910,2002,Gable,CompShg,None,0.0,BrkTil,264.0,1432,2,7,1.0,2.0,WD ,132000,97,2056.0,13.0,Wd SdngWdShing
1236,2096,60,Inside,SawyerW,1Fam,2Story,1994,2001,Gable,CompShg,None,0.0,PConc,779.0,1958,2,7,2.0,2.0,CWD,220000,13,3236.0,19.0,VinylSdVinylSd
1237,865,20,Inside,CollgCr,1Fam,1Story,2001,2001,Hip,CompShg,None,0.0,PConc,1753.0,1788,2,7,2.0,2.0,WD ,236500,8,4063.0,21.0,VinylSdVinylSd
1238,385,60,Inside,Somerst,1Fam,2Story,2009,2009,Gable,CompShg,Stone,110.0,PConc,832.0,1935,2,8,3.0,2.0,New,263435,0,3319.0,19.0,VinylSdVinylSd
1239,1362,50,Inside,IDOTRR,1Fam,1.5Fin,1938,1958,Gable,CompShg,None,0.0,BrkTil,1272.0,1969,2,9,1.0,2.0,COD,141000,70,3641.0,15.0,Wd SdngWd Sdng
1240,1091,60,Inside,Gilbert,1Fam,2Story,2003,2003,Gable,CompShg,BrkFace,196.0,PConc,847.0,1986,2,9,3.0,2.0,WD ,213000,5,3267.0,19.0,VinylSdVinylSd
1241,317,20,Inside,Timber,1Fam,1Story,2009,2010,Gable,CompShg,None,0.0,PConc,1214.0,1214,2,6,2.0,2.0,New,179781,1,2948.0,19.0,VinylSdVinylSd
1242,1076,120,Inside,NridgHt,TwnhsE,1Story,2006,2007,Hip,CompShg,BrkFace,176.0,PConc,1342.0,1342,2,6,3.0,2.0,WD ,234250,2,3234.0,20.0,MetalSdMetalSd
1243,1573,20,Corner,Timber,1Fam,1Story,1976,1976,Hip,WdShake,None,0.0,CBlock,1565.0,2898,2,10,3.0,2.0,COD,287000,32,5128.0,20.0,StoneHdBoard
1244,485,60,Corner,Gilbert,1Fam,2Story,2002,2002,Gable,CompShg,None,0.0,PConc,870.0,2004,2,8,3.0,3.0,WD ,257500,7,3518.0,21.0,VinylSdVinylSd
1245,2021,30,Corner,BrkSide,1Fam,1Story,1926,1950,Gable,CompShg,None,0.0,BrkTil,960.0,986,1,5,1.0,1.0,WD ,102000,81,2126.0,15.0,Wd SdngWd Sdng
1246,2032,45,Inside,IDOTRR,1Fam,1.5Unf,1930,1950,Gable,CompShg,None,0.0,PConc,637.0,1108,1,6,1.0,1.0,WD ,139400,77,2025.0,17.0,Wd SdngWd Sdng
1247,2604,50,Corner,OldTown,1Fam,1.5Fin,1915,1950,Gable,CompShg,None,0.0,PConc,672.0,1214,1,6,1.0,3.0,WD ,105000,91,2822.0,12.0,Wd SdngWd Sdng
1248,1615,20,Inside,NAmes,1Fam,1Story,1970,1970,Flat,Tar&Grv,None,0.0,PConc,2217.0,2217,2,8,1.0,2.0,WD ,268000,37,5055.0,19.0,Wd SdngWd Sdng
1249,2736,80,CulDSac,Edwards,1Fam,SLvl,1966,1966,Flat,Tar&Grv,None,0.0,CBlock,697.0,2201,2,8,1.0,2.0,WD ,274970,40,3330.0,18.0,PlywoodPlywood
1250,473,120,Inside,Blmngtn,TwnhsE,1Story,2005,2006,Gable,CompShg,BrkFace,16.0,PConc,1220.0,1220,2,5,3.0,2.0,WD ,180000,4,2837.0,19.0,VinylSdVinylSd
1251,1316,70,Inside,OldTown,1Fam,2Story,1928,2005,Gambrel,CompShg,None,0.0,BrkTil,689.0,1378,2,7,1.0,2.0,WD ,161000,80,2427.0,17.0,MetalSdMetalSd
1252,244,20,Inside,Edwards,1Fam,1Story,1946,2006,Gable,CompShg,None,0.0,CBlock,0.0,930,1,6,1.0,1.0,WD ,84900,64,1238.0,11.0,MetalSdMetalSd
1253,152,190,Inside,NAmes,2fmCon,1Story,1958,1958,Gable,CompShg,None,0.0,CBlock,988.0,988,1,5,1.0,1.0,WD ,119000,52,2240.0,14.0,MetalSdMetalSd
1254,1588,20,Inside,Timber,1Fam,1Story,2005,2006,Gable,CompShg,BrkFace,674.0,PConc,1964.0,1964,2,7,3.0,3.0,WD ,370000,3,4820.0,21.0,VinylSdVinylSd
1255,2111,20,Inside,CollgCr,1Fam,1Story,2005,2006,Gable,CompShg,None,0.0,PConc,1270.0,1270,2,6,2.0,2.0,WD ,175900,2,3064.0,19.0,VinylSdVinylSd
1256,813,90,Inside,SawyerW,Duplex,2Story,1979,1979,Gable,CompShg,None,0.0,Slab,0.0,2240,2,12,1.0,2.0,WD ,142953,30,2768.0,11.0,PlywoodPlywood
1257,1854,120,FR2,Veenker,TwnhsE,1Story,1994,1995,Gable,CompShg,None,0.0,PConc,1494.0,1494,1,5,3.0,2.0,WD ,279700,13,3466.0,20.0,BrkFaceBrkFace
1258,2575,20,Corner,NAmes,1Fam,1Story,1957,1957,Gable,CompShg,None,0.0,CBlock,1179.0,1364,1,6,2.0,1.0,WD ,132000,49,2874.0,13.0,BrkFaceBrkFace
1259,867,60,Inside,CollgCr,1Fam,2Story,2000,2000,Hip,CompShg,BrkFace,204.0,PConc,1440.0,2153,2,8,3.0,3.0,WD ,313000,9,4329.0,23.0,VinylSdVinylSd
1260,2879,50,Inside,IDOTRR,1Fam,1.5Fin,1920,1950,Gable,CompShg,None,0.0,CBlock,637.0,1336,1,7,1.0,1.0,COD,108000,86,2543.0,13.0,MetalSdMetalSd
1261,1494,60,Inside,Edwards,1Fam,2Story,2003,2004,Gable,CompShg,Stone,92.0,PConc,746.0,1656,2,7,3.0,2.0,WD ,165400,5,2799.0,19.0,VinylSdVinylSd
